Age,AnnualIncome,CallDropRate,CallFailureRate,CallingNumber,CustomerID,CustomerSuspended,Education,Gender,HomeOwner,MaritalStatus,MonthlyBilledAmount,NoAdditionalLines,NumberOfComplaints,NumberOfMonthUnpaid,NumDaysContractEquipmentPlanExpiring,Occupation,PenaltyToSwitch,State,TotalMinsUsedInLastMonth,UnpaidBalance,UsesInternetService,UsesVoiceService,PercentageCallOutsideNetwork,Churn
76,44757,0.05,0,4251097452,3586,Yes,Master or equivalent,Female,Yes,Single,39,Yes,3,6,82,Others,253,RI,358,246,No,No,0.02,0
24,42786,0.07,0.01,4251027424,3587,Yes,High School or below,Female,No,Single,46,Yes,1,3,23,Others,114,CO,361,106,No,No,0.23,0
54,153686,0.05,0.01,4251014993,3588,Yes,High School or below,Male,Yes,Single,104,Yes,2,1,41,Others,286,DE,58,121,No,No,0.69,0
70,151715,0.07,0.03,4251072023,3589,Yes,High School or below,Female,Yes,Married,112,Yes,1,7,82,Others,146,MO,61,231,No,Yes,0.9,0
32,12615,0.05,0.03,4251052151,3590,Yes,High School or below,Male,Yes,Married,49,Yes,2,4,0,Others,318,NE,258,246,No,No,0.36,0
48,10644,0,0.01,4251095952,3591,Yes,Bachelor or equivalent,Male,Yes,Single,57,Yes,1,2,41,Others,179,UT,262,106,No,No,0.57,0
79,121545,0.06,0.01,4251016550,3592,Yes,Bachelor or equivalent,Female,No,Single,115,No,2,7,59,Others,351,VA,459,121,No,No,0.02,0
26,119574,0,0.03,4251076778,3593,Yes,Master or equivalent,Female,No,Single,2,Yes,0,5,0,Others,211,ID,462,231,No,No,0.24,0
57,230474,0.06,0.03,4251071219,3594,Yes,Master or equivalent,Male,Yes,Single,60,Yes,2,2,18,Others,384,IN,159,246,No,No,0.69,0
73,228503,0,0.01,4251057554,3595,Yes,High School or below,Female,Yes,Married,68,Yes,0,0,58,Others,244,NM,162,106,Yes,No,0.9,0
35,89403,0.06,0.01,4251024344,3596,Yes,High School or below,Male,Yes,Married,6,No,1,5,77,Others,416,NC,359,121,No,No,0.36,0
51,87432,0,0.03,4251040701,3597,Yes,High School or below,Male,Yes,Single,13,Yes,0,3,17,Others,276,WY,363,231,No,No,0.57,0
13,198333,0.06,0.03,4251042061,3598,Yes,High School or below,Female,No,Married,71,Yes,1,0,36,Others,449,AK,60,246,No,No,0.03,0
29,196362,0.01,0.01,4251085719,3599,Yes,Bachelor or equivalent,Female,Yes,Single,78,Yes,0,6,76,Others,309,LA,63,106,No,No,0.24,0
60,57262,0.07,0.01,4251066128,3600,Yes,Bachelor or equivalent,Male,Yes,Single,16,No,1,3,95,Others,481,MD,260,121,No,No,0.69,0
75,55291,0.01,0.03,4251036245,3601,Yes,Bachelor or equivalent,Female,No,Married,24,Yes,3,1,35,Others,341,OR,263,231,No,No,0.9,0
38,166192,0.07,0.03,4251095044,3602,Yes,Master or equivalent,Male,Yes,Married,82,Yes,1,7,54,Others,14,RI,460,246,No,Yes,0.36,0
54,164221,0.01,0.01,4251034718,3603,Yes,PhD or equivalent,Male,Yes,Married,89,No,3,4,94,Others,374,CO,464,106,No,No,0.57,0
16,25121,0.07,0.01,4251031928,3604,Yes,High School or below,Female,Yes,Married,27,Yes,0,2,13,Others,46,DE,161,121,No,No,0.03,0
32,23150,0.01,0.03,4251077395,3605,Yes,High School or below,Female,Yes,Single,35,Yes,3,7,53,Others,407,MS,164,231,No,No,0.24,0
62,134050,0,0.03,4251008948,3606,Yes,High School or below,Male,No,Single,93,Yes,0,5,72,Others,79,MT,361,246,No,No,0.69,1
78,132079,0.02,0.01,4251093655,3607,Yes,High School or below,Female,No,Married,100,No,2,2,12,Others,439,TX,364,106,No,No,0.9,0
41,242980,0,0.01,4251055158,3608,Yes,Bachelor or equivalent,Male,Yes,Single,38,Yes,0,0,31,Others,111,VT,61,121,No,No,0.36,0
57,241009,0.02,0.03,4251065469,3609,Yes,Bachelor or equivalent,Male,Yes,Married,45,Yes,2,5,71,Others,472,ID,65,231,No,No,0.57,0
19,101909,0,0.03,4251013199,3610,Yes,Bachelor or equivalent,Female,Yes,Married,103,Yes,3,3,89,Technology Related Job,144,IN,261,246,No,No,0.03,0
35,99938,0.02,0.01,4251063308,3611,Yes,Master or equivalent,Female,Yes,Single,111,No,2,0,30,Others,4,NJ,265,106,No,Yes,0.24,0
65,210838,0,0.01,4251032207,3612,Yes,High School or below,Male,No,Single,49,Yes,3,6,48,Technology Related Job,177,NY,462,121,Yes,No,0.7,0
13,208867,0.02,0.03,4251073986,3613,Yes,High School or below,Female,Yes,Single,56,Yes,2,3,89,Others,37,WI,465,231,No,No,0.91,0
43,69768,0.01,0.03,4251032493,3614,Yes,High School or below,Male,Yes,Single,114,Yes,3,1,7,Technology Related Job,209,AL,162,246,No,No,0.36,1
59,67797,0.03,0.01,4251064715,3615,Yes,High School or below,Male,Yes,Married,2,Yes,1,6,48,Others,69,LA,165,106,No,No,0.57,0
22,178697,0.01,0.01,4251014894,3616,Yes,High School or below,Female,Yes,Married,59,Yes,3,4,66,Technology Related Job,242,MD,362,121,No,No,0.03,0
38,176726,0.03,0.03,4251052073,3617,Yes,Bachelor or equivalent,Male,Yes,Single,67,Yes,1,1,7,Others,102,OK,366,231,No,No,0.24,0
68,37627,0.01,0.03,4251012526,3618,Yes,Bachelor or equivalent,Female,Yes,Married,5,Yes,2,7,25,Technology Related Job,274,PA,63,246,No,No,0.7,0
16,35655,0.03,0.01,4251032457,3619,Yes,Master or equivalent,Female,Yes,Single,12,Yes,1,5,66,Others,134,CA,66,106,No,No,0.91,1
46,146556,0.01,0.01,4251039239,3620,Yes,Master or equivalent,Male,No,Single,70,Yes,2,2,84,Technology Related Job,307,CT,263,121,No,No,0.36,0
62,144585,0.03,0.03,4251058532,3621,Yes,High School or below,Male,No,Married,78,Yes,1,0,25,Others,167,MS,266,231,No,No,0.57,0
24,5485,0.02,0.03,4251067321,3622,Yes,High School or below,Female,Yes,Married,16,No,2,5,43,Technology Related Job,339,MT,463,246,No,No,0.03,1
40,3514,0.04,0.01,4251031458,3623,Yes,High School or below,Male,Yes,Married,23,Yes,0,3,83,Others,200,TN,467,106,No,No,0.24,0
71,114415,0.02,0.01,4251090431,3624,Yes,High School or below,Female,Yes,Married,81,Yes,1,0,2,Technology Related Job,372,UT,164,121,No,Yes,0.7,0
19,112444,0.04,0.03,4251038821,3625,Yes,Bachelor or equivalent,Female,Yes,Single,89,Yes,0,6,42,Others,232,HI,167,231,No,No,0.91,0
49,223344,0.02,0.03,4251035332,3626,Yes,Bachelor or equivalent,Male,No,Single,26,No,1,3,61,Technology Related Job,404,IL,364,246,No,No,0.36,0
65,221373,0.04,0.01,4251020298,3627,Yes,Master or equivalent,Male,Yes,Married,34,Yes,0,1,1,Others,265,NJ,367,106,No,No,0.58,0
27,82273,0.02,0.01,4251078993,3628,Yes,Master or equivalent,Female,Yes,Single,92,Yes,1,6,20,Technology Related Job,437,NY,64,121,No,No,0.03,0
43,80302,0.04,0.03,4251099699,3629,Yes,High School or below,Male,Yes,Married,99,Yes,3,4,60,Others,297,WI,68,231,No,No,0.24,0
74,191203,0.03,0.03,4251045379,3630,Yes,High School or below,Female,Yes,Married,37,No,1,2,79,Technology Related Job,470,WY,265,246,No,No,0.7,0
21,189232,0.05,0.01,4251069153,3631,Yes,High School or below,Female,Yes,Single,45,Yes,3,7,19,Others,330,KY,268,106,No,No,0.91,0
52,50132,0.03,0.01,4251052386,3632,Yes,High School or below,Male,Yes,Single,103,Yes,0,5,38,Technology Related Job,2,ME,465,121,No,No,0.37,0
68,48161,0.05,0.03,4251051969,3633,Yes,Bachelor or equivalent,Male,Yes,Single,110,No,3,2,78,Others,362,OK,468,231,No,Yes,0.58,0
30,159061,0.03,0.03,4251083716,3634,Yes,Bachelor or equivalent,Female,Yes,Single,48,Yes,0,0,97,Technology Related Job,35,PA,165,246,No,No,0.03,0
46,157090,0.05,0.01,4251093321,3635,Yes,Bachelor or equivalent,Male,No,Married,55,Yes,3,5,37,Others,395,CA,168,106,No,No,0.24,1
76,17991,0.03,0.01,4251079042,3636,Yes,Master or equivalent,Female,Yes,Married,113,Yes,0,3,56,Technology Related Job,67,CO,365,121,No,No,0.7,0
24,16020,0.05,0.03,4251021670,3637,Yes,High School or below,Female,Yes,Single,1,No,2,0,96,Others,427,MN,369,231,Yes,No,0.91,0
55,126920,0.04,0.03,4251014351,3638,Yes,High School or below,Male,Yes,Married,59,Yes,0,6,14,Technology Related Job,100,MO,66,246,No,No,0.37,0
70,124949,0.06,0.01,4251064047,3639,Yes,High School or below,Male,Yes,Single,66,Yes,2,3,55,Others,460,TN,69,106,No,No,0.58,0
33,235850,0.04,0.01,4251038675,3640,Yes,High School or below,Female,No,Single,4,Yes,3,1,73,Technology Related Job,132,UT,266,121,No,No,0.03,0
49,233879,0.06,0.03,4251061513,3641,Yes,Bachelor or equivalent,Male,Yes,Married,12,Yes,2,6,14,Others,493,HI,269,231,No,No,0.25,1
79,94779,0.04,0.03,4251063640,3642,Yes,Bachelor or equivalent,Female,Yes,Married,70,Yes,3,4,32,Technology Related Job,165,ID,466,246,No,No,0.7,0
27,92808,0.06,0.01,4251045034,3643,Yes,Bachelor or equivalent,Female,Yes,Married,77,Yes,2,1,73,Others,25,NH,470,106,No,No,0.91,0
57,203708,0.04,0.01,4251015259,3644,Yes,Bachelor or equivalent,Male,Yes,Married,15,Yes,3,7,91,Technology Related Job,197,NM,167,121,No,No,0.37,0
73,201737,0.06,0.03,4251092761,3645,Yes,PhD or equivalent,Female,Yes,Single,22,Yes,1,4,32,Others,58,WV,170,231,No,No,0.58,0
36,62638,0.05,0.03,4251032720,3646,Yes,High School or below,Female,Yes,Single,80,Yes,2,2,50,Technology Related Job,230,WY,367,246,No,Yes,0.04,0
52,60667,0.07,0.01,4251065470,3647,Yes,High School or below,Male,Yes,Married,88,Yes,1,0,91,Others,90,KY,370,106,No,No,0.25,0
14,171567,0.05,0.01,4251009875,3648,Yes,High School or below,Female,Yes,Single,26,No,2,5,9,Technology Related Job,263,LA,67,121,No,No,0.7,0
30,169596,0.07,0.03,4251082282,3649,Yes,High School or below,Female,No,Married,33,Yes,1,3,50,Others,123,OH,71,231,No,No,0.91,0
60,30496,0.05,0.03,4251092044,3650,Yes,Bachelor or equivalent,Male,Yes,Married,91,Yes,2,0,68,Technology Related Job,295,OR,268,246,No,No,0.37,0
76,28525,0.07,0.01,4251019639,3651,Yes,Bachelor or equivalent,Female,Yes,Single,99,Yes,0,6,8,Others,155,AR,271,106,No,No,0.58,0
38,139426,0.05,0.01,4251022792,3652,Yes,Bachelor or equivalent,Male,Yes,Single,36,No,2,3,27,Technology Related Job,328,CO,468,121,No,No,0.04,1
54,137455,0.07,0.03,4251017770,3653,Yes,Master or equivalent,Male,Yes,Single,44,Yes,0,1,67,Others,188,MN,471,231,No,No,0.25,0
17,248355,0.06,0.03,4251091802,3654,Yes,PhD or equivalent,Female,No,Single,102,Yes,1,6,86,Technology Related Job,360,MS,168,246,No,No,0.7,0
33,246384,0,0.01,4251008970,3655,Yes,High School or below,Female,No,Married,109,Yes,0,4,26,Others,220,SD,172,106,No,Yes,0.92,1
63,107284,0.06,0.01,4251082685,3656,Yes,High School or below,Male,Yes,Married,47,No,1,1,45,Technology Related Job,393,TX,368,121,No,No,0.37,0
79,105313,0,0.03,4251086801,3657,No,High School or below,Female,Yes,Single,55,Yes,0,7,85,Others,253,GA,372,231,No,No,0.58,0
41,216214,0.06,0.03,4251097150,3658,Yes,High School or below,Male,Yes,Single,113,Yes,1,5,4,Technology Related Job,425,ID,69,246,No,No,0.04,0
57,214243,0,0.01,4251037798,3659,Yes,Bachelor or equivalent,Male,Yes,Single,0,No,3,2,44,Others,286,NH,72,106,No,No,0.25,0
20,75143,0.06,0.01,4251026048,3660,Yes,Bachelor or equivalent,Female,Yes,Single,58,Yes,1,0,63,Technology Related Job,458,NJ,269,121,No,No,0.71,0
35,73172,0,0.03,4251086237,3661,Yes,Master or equivalent,Female,Yes,Married,65,Yes,3,5,3,Others,318,WA,272,230,No,No,0.92,0
66,184073,0.07,0.03,4251057430,3662,Yes,Master or equivalent,Male,Yes,Married,3,Yes,0,3,22,Technology Related Job,490,WI,469,245,No,No,0.37,0
14,182102,0.01,0.01,4251032462,3663,Yes,High School or below,Female,No,Single,11,No,3,0,62,Others,351,KS,473,105,No,No,0.58,0
44,43002,0.07,0.01,4251041177,3664,Yes,High School or below,Male,Yes,Married,69,Yes,0,6,81,Technology Related Job,23,LA,170,120,No,No,0.04,0
60,41031,0.01,0.03,4251037622,3665,Yes,High School or below,Male,Yes,Single,76,Yes,2,3,21,Others,383,OH,173,230,No,No,0.25,0
22,151931,0.07,0.03,4251010853,3666,Yes,High School or below,Female,Yes,Single,14,Yes,0,1,40,Technology Related Job,56,OK,370,245,No,No,0.71,0
38,149960,0.01,0.01,4251056464,3667,Yes,Bachelor or equivalent,Female,Yes,Married,22,No,2,6,80,Others,416,AZ,373,105,No,No,0.92,0
69,10861,0.07,0.01,4251067786,3668,Yes,Bachelor or equivalent,Male,No,Married,80,Yes,3,4,98,Technology Related Job,88,CA,70,120,No,Yes,0.37,0
71,65818,0.03,0.01,4251039723,3669,Yes,Bachelor or equivalent,Male,Yes,Single,50,Yes,1,6,68,Technology Related Job,264,WV,170,155,No,No,0.9,0
19,63847,0.05,0.02,4251035569,3670,Yes,Master or equivalent,Male,Yes,Single,58,Yes,3,3,8,Technology Related Job,125,IA,173,15,No,No,0.12,0
49,174748,0.03,0.03,4251081025,3671,Yes,PhD or equivalent,Female,Yes,Single,116,No,0,1,27,Technology Related Job,297,KS,370,30,No,No,0.57,0
65,172776,0.05,0,4251089775,3672,Yes,High School or below,Male,Yes,Married,3,Yes,3,7,67,Technology Related Job,157,NC,373,140,No,No,0.78,0
27,33677,0.04,0,4251082089,3673,Yes,High School or below,Female,No,Married,61,Yes,0,4,86,Technology Related Job,330,OH,70,155,No,No,0.24,0
43,31706,0.06,0.02,4251090083,3674,Yes,High School or below,Female,No,Single,69,Yes,3,2,26,Technology Related Job,190,AK,74,15,Yes,No,0.45,0
74,142606,0.04,0.02,4251054296,3675,Yes,High School or below,Male,Yes,Married,7,No,0,7,45,Technology Related Job,362,AR,271,30,No,No,0.91,0
21,140635,0.06,0,4251020962,3676,Yes,Bachelor or equivalent,Male,Yes,Single,14,Yes,2,5,85,Technology Related Job,222,MA,274,140,No,No,0.12,0
52,1536,0.04,0,4251040322,3677,Yes,Bachelor or equivalent,Female,Yes,Single,72,Yes,0,2,4,Technology Related Job,395,MI,471,155,No,Yes,0.57,0
68,249565,0.06,0.02,4251092203,3678,Yes,Master or equivalent,Male,Yes,Married,79,No,2,0,44,Technology Related Job,255,RI,474,15,No,No,0.78,0
30,110465,0.04,0.02,4251088438,3679,Yes,Master or equivalent,Female,No,Married,17,Yes,3,5,62,Non-technology Related Job,427,SD,171,30,No,No,0.24,0
46,108494,0.06,0,4251060071,3680,Yes,High School or below,Female,Yes,Married,25,Yes,2,3,3,Technology Related Job,287,DE,174,140,No,No,0.45,0
76,219394,0.05,0,4251037070,3681,Yes,High School or below,Male,Yes,Married,83,Yes,3,0,21,Non-technology Related Job,460,GA,371,155,No,No,0.91,0
24,217423,0.07,0.02,4251041947,3682,Yes,High School or below,Female,No,Single,90,No,2,6,62,Technology Related Job,320,NE,375,15,No,No,0.12,0
55,78324,0.05,0.02,4251039320,3683,Yes,High School or below,Female,Yes,Single,28,Yes,3,4,80,Non-technology Related Job,492,NV,72,30,No,No,0.57,0
70,76353,0.07,0,4251041350,3684,Yes,Bachelor or equivalent,Male,Yes,Married,36,Yes,1,1,21,Technology Related Job,352,VT,75,140,No,No,0.79,0
33,187253,0.05,0,4251032992,3685,Yes,Bachelor or equivalent,Female,Yes,Married,93,Yes,2,7,39,Non-technology Related Job,25,WA,272,155,No,No,0.24,0
49,185282,0.07,0.02,4251068881,3686,Yes,Bachelor or equivalent,Female,Yes,Married,101,No,1,4,80,Technology Related Job,385,IN,275,15,No,Yes,0.45,0
79,46182,0.05,0.02,4251082721,3687,Yes,Master or equivalent,Male,No,Married,39,Yes,2,2,98,Non-technology Related Job,57,KS,472,30,No,No,0.91,0
27,44211,0.07,0,4251031697,3688,Yes,High School or below,Female,No,Single,46,Yes,1,7,39,Technology Related Job,418,NC,476,140,No,No,0.12,0
57,155112,0.06,0,4251071179,3689,Yes,High School or below,Male,Yes,Single,104,Yes,2,5,57,Non-technology Related Job,90,OH,173,155,No,No,0.58,0
73,153141,0,0.02,4251045955,3690,Yes,High School or below,Male,Yes,Married,112,Yes,0,2,98,Technology Related Job,450,AL,176,15,No,No,0.79,0
36,14041,0.06,0.02,4251099958,3691,Yes,High School or below,Female,Yes,Single,50,Yes,2,0,16,Non-technology Related Job,123,AZ,373,30,Yes,No,0.24,0
52,12070,0,0,4251021841,3692,Yes,Bachelor or equivalent,Female,Yes,Married,57,Yes,0,5,56,Technology Related Job,483,MD,376,140,No,No,0.45,0
14,122971,0.06,0,4251099979,3693,Yes,Bachelor or equivalent,Male,No,Married,115,Yes,1,3,75,Non-technology Related Job,155,MI,73,155,No,No,0.91,0
30,121000,0,0.02,4251027895,3694,Yes,Bachelor or equivalent,Female,Yes,Single,2,Yes,0,0,15,Technology Related Job,15,RI,77,15,No,No,0.12,0
60,231900,0.06,0.02,4251057482,3695,Yes,Master or equivalent,Male,Yes,Single,60,Yes,1,6,34,Non-technology Related Job,188,SD,274,30,No,No,0.58,0
76,229929,0,0,4251013249,3696,Yes,PhD or equivalent,Male,Yes,Single,68,Yes,0,3,74,Technology Related Job,48,CT,277,140,No,No,0.79,0
38,90829,0.07,0,4251065892,3697,Yes,High School or below,Female,Yes,Single,6,No,1,1,93,Non-technology Related Job,220,FL,474,155,No,No,0.24,0
54,88858,0.01,0.02,4251014724,3698,Yes,High School or below,Female,Yes,Married,13,Yes,3,6,33,Technology Related Job,80,MT,477,15,No,No,0.45,0
17,199759,0.07,0.02,4251036538,3699,Yes,High School or below,Male,Yes,Married,71,Yes,1,4,52,Non-technology Related Job,253,NV,174,30,No,Yes,0.91,0
33,197788,0.01,0,4251092707,3700,Yes,High School or below,Female,Yes,Single,79,Yes,3,2,92,Technology Related Job,113,VT,178,140,No,No,0.12,0
63,58688,0.07,0,4251069806,3701,Yes,Bachelor or equivalent,Male,No,Married,17,No,0,7,11,Non-technology Related Job,285,WA,375,155,No,No,0.58,0
79,56717,0.01,0.02,4251072456,3702,Yes,Bachelor or equivalent,Male,No,Single,24,Yes,3,5,51,Technology Related Job,145,IL,378,15,No,No,0.79,0
41,167617,0.07,0.02,4251020111,3703,No,Bachelor or equivalent,Female,Yes,Single,82,Yes,0,2,70,Non-technology Related Job,318,IA,75,30,No,No,0.25,0
57,165646,0.01,0,4251033086,3704,Yes,Master or equivalent,Female,Yes,Married,89,Yes,3,0,10,Technology Related Job,178,NY,78,140,No,No,0.46,0
20,26547,0,0,4251039838,3705,Yes,PhD or equivalent,Male,Yes,Married,27,No,0,5,29,Non-technology Related Job,350,ND,275,155,No,No,0.91,0
35,24576,0.02,0.02,4251061341,3706,Yes,High School or below,Female,Yes,Married,35,Yes,2,3,69,Technology Related Job,211,AL,278,15,No,No,0.12,0
66,135476,0,0.02,4251047404,3707,Yes,High School or below,Male,No,Married,93,Yes,3,0,87,Non-technology Related Job,383,AZ,475,30,No,No,0.58,0
14,133505,0.02,0,4251032710,3708,Yes,High School or below,Male,Yes,Single,100,No,2,6,28,Technology Related Job,243,ME,479,140,No,Yes,0.79,0
44,244405,0,0,4251064313,3709,Yes,High School or below,Female,Yes,Single,38,Yes,3,3,46,Non-technology Related Job,416,MA,176,155,No,No,0.25,1
60,242434,0.02,0.02,4251043607,3710,Yes,Bachelor or equivalent,Female,Yes,Married,46,Yes,2,1,87,Technology Related Job,276,PA,179,15,No,No,0.46,0
22,103335,0,0.02,4251053949,3711,Yes,Bachelor or equivalent,Male,Yes,Single,103,Yes,3,7,5,Non-technology Related Job,448,SC,376,30,No,No,0.91,0
38,101364,0.02,0,4251076182,3712,Yes,Master or equivalent,Female,Yes,Married,111,No,1,4,46,Technology Related Job,308,CT,379,140,No,No,0.12,0
69,212264,0.01,0,4251051381,3713,Yes,Master or equivalent,Male,Yes,Married,49,Yes,3,2,64,Non-technology Related Job,481,FL,76,155,No,No,0.58,0
16,210293,0.03,0.02,4251085159,3714,Yes,High School or below,Male,Yes,Single,56,Yes,1,7,5,Technology Related Job,341,MO,80,15,No,No,0.79,1
47,71194,0.01,0.02,4251085516,3715,Yes,High School or below,Female,Yes,Single,114,Yes,2,5,23,Non-technology Related Job,13,NE,277,30,No,No,0.25,0
63,69223,0.03,0,4251055967,3716,Yes,High School or below,Male,No,Single,2,No,1,2,64,Technology Related Job,373,UT,280,140,Yes,No,0.46,0
25,180123,0.01,0,4251066670,3717,Yes,High School or below,Female,Yes,Single,60,Yes,2,0,82,Non-technology Related Job,46,VA,477,155,No,No,0.91,0
27,235080,0.05,0,4251076262,3718,Yes,High School or below,Male,Yes,Married,30,Yes,3,2,51,Non-technology Related Job,222,RI,76,190,No,No,0.45,0
43,233109,0.07,0.01,4251061816,3719,Yes,Bachelor or equivalent,Male,Yes,Single,38,Yes,2,7,92,Technology Related Job,82,CA,80,50,No,No,0.66,0
74,94010,0.05,0.02,4251025695,3720,Yes,Bachelor or equivalent,Female,Yes,Single,96,No,3,5,10,Non-technology Related Job,255,CT,277,65,No,No,0.11,0
21,92039,0.07,0.03,4251054060,3721,Yes,Master or equivalent,Male,No,Married,103,Yes,2,2,51,Technology Related Job,115,MS,280,175,No,No,0.32,0
52,202939,0.05,0,4251016326,3722,Yes,PhD or equivalent,Female,Yes,Married,41,Yes,3,0,69,Non-technology Related Job,287,MT,477,190,No,No,0.78,0
68,200968,0.07,0.01,4251025119,3723,Yes,High School or below,Female,Yes,Married,49,Yes,1,6,10,Technology Related Job,147,TX,480,50,No,No,0.99,0
30,61869,0.06,0.02,4251064958,3724,Yes,High School or below,Male,Yes,Married,107,No,3,3,28,Non-technology Related Job,320,VT,177,65,No,No,0.45,0
46,59897,0,0.03,4251071129,3725,Yes,High School or below,Female,Yes,Single,114,Yes,1,1,69,Technology Related Job,180,HI,181,175,No,No,0.66,0
76,170798,0.06,0,4251021418,3726,Yes,High School or below,Female,No,Single,52,Yes,2,6,87,Non-technology Related Job,352,IL,377,190,No,No,0.11,0
24,168827,0,0.01,4251019643,3727,Yes,Bachelor or equivalent,Male,Yes,Married,59,No,1,4,28,Non-technology Related Job,212,NJ,381,50,No,No,0.32,0
26,223784,0.03,0.01,4251084279,3728,Yes,Bachelor or equivalent,Female,Yes,Single,30,Yes,2,6,97,Non-technology Related Job,389,MN,480,85,No,No,0.86,0
29,28742,0.07,0.01,4251039390,3729,Yes,Bachelor or equivalent,Female,Yes,Married,1,Yes,3,0,66,Non-technology Related Job,65,IA,79,120,No,No,0.39,0
44,26771,0.01,0.02,4251090008,3730,Yes,Master or equivalent,Female,Yes,Single,9,Yes,2,5,7,Technology Related Job,425,NY,83,230,No,No,0.6,0
47,81728,0.05,0.02,4251033659,3731,Yes,High School or below,Female,No,Married,99,Yes,3,0,76,Technology Related Job,101,MO,182,15,No,Yes,0.13,0
49,136686,0,0.01,4251023053,3732,Yes,High School or below,Female,Yes,Single,70,No,0,2,46,Non-technology Related Job,277,LA,281,50,No,No,0.66,0
79,247586,0.07,0.02,4251067291,3733,Yes,High School or below,Male,Yes,Single,8,Yes,1,7,64,Non-technology Related Job,450,ME,478,65,No,No,0.12,0
27,245615,0.01,0.03,4251070568,3734,No,High School or below,Male,Yes,Single,16,Yes,0,5,4,Non-technology Related Job,310,OK,482,175,No,No,0.33,0
57,106515,0.07,0,4251085613,3735,Yes,High School or below,Female,Yes,Single,74,Yes,1,3,23,Non-technology Related Job,482,PA,179,190,No,No,0.78,0
73,104544,0.01,0.01,4251080453,3736,Yes,Bachelor or equivalent,Female,No,Married,81,Yes,0,0,63,Non-technology Related Job,343,CA,182,50,No,No,0.99,0
36,215445,0.07,0.02,4251018893,3737,Yes,Bachelor or equivalent,Male,Yes,Married,19,Yes,1,6,82,Non-technology Related Job,15,CT,379,65,No,No,0.45,1
38,20402,0.03,0.01,4251037674,3738,Yes,Bachelor or equivalent,Male,Yes,Single,110,Yes,2,0,51,Others,191,WI,478,100,No,No,0.98,0
25,212488,0.02,0.02,4251091222,3739,Yes,Master or equivalent,Female,Yes,Single,30,Yes,1,2,43,Technology Related Job,55,CT,384,230,No,No,0.27,0
56,73389,0,0.02,4251047207,3740,Yes,Master or equivalent,Male,Yes,Single,88,No,2,7,61,Non-technology Related Job,228,FL,81,245,No,No,0.72,0
58,128346,0.04,0.02,4251090474,3741,Yes,High School or below,Female,Yes,Married,59,Yes,3,2,30,Non-technology Related Job,404,AL,180,30,No,No,0.25,0
